,Year,StateAbbr,Data_Value,GeoLocation,Short_Question_Text,CityName,Median_Income
30935,2016,CA,47.6,"(34.0672740548, -118.453410689)",Dental Visit,Los Angeles,
30936,2016,CA,41.1,"(34.2573786607, -118.355477646)",Core preventive services for older women,Los Angeles,
30937,2016,CA,32.5,"(34.1648812645, -118.392125146)",Core preventive services for older men,Los Angeles,
30938,2016,CA,70.8,"(34.2573786607, -118.355477646)",Colorectal Cancer Screening,Los Angeles,
30939,2016,CA,78.7,"(34.3020803417, -118.44672058)",Mammography,Los Angeles,
30940,2016,CA,48.8,"(34.0672077947, -118.298503566)",Dental Visit,Los Angeles,
30941,2016,CA,65.2,"(34.0564831564, -118.442627802)",Colorectal Cancer Screening,Los Angeles,
30942,2016,CA,79.5,"(34.1254320956, -118.19093856)",Mammography,Los Angeles,
30943,2016,CA,18.6,"(34.0851725672, -118.173900706)",Core preventive services for older men,Los Angeles,
30944,2016,CA,78.1,"(34.045382478, -118.308438409)",Mammography,Los Angeles,
30945,2016,CA,60.0,"(34.3212768892, -118.428380271)",Dental Visit,Los Angeles,
30946,2016,CA,54.6,"(34.1151759741, -118.189852314)",Dental Visit,Los Angeles,
30947,2016,CA,37.6,"(34.1739729631, -118.409546966)",Core preventive services for older women,Los Angeles,
30948,2016,CA,78.3,"(34.1200290923, -118.224189753)",Mammography,Los Angeles,
30949,2016,CA,31.3,"(34.1035718535, -118.302786649)",Core preventive services for older men,Los Angeles,
30950,2016,CA,36.4,"(34.1620693271, -118.426932046)",Core preventive services for older men,Los Angeles,
30951,2016,CA,72.7,"(34.2793058728, -118.541652418)",Colorectal Cancer Screening,Los Angeles,
30952,2016,CA,18.1,"(34.268474486, -118.415213851)",Core preventive services for older women,Los Angeles,
30953,2016,CA,35.4,"(34.1628402829, -118.526311193)",Core preventive services for older men,Los Angeles,
30954,2016,CA,78.1,"(34.2487781261, -118.270998916)",Mammography,Los Angeles,
30955,2016,CA,44.1,"(34.0887620579, -118.288116864)",Dental Visit,Los Angeles,
30956,2016,CA,70.9,"(34.1578941303, -118.356861351)",Colorectal Cancer Screening,Los Angeles,
30957,2016,CA,76.6,"(34.2310706738, -118.446532378)",Mammography,Los Angeles,
30958,2016,CA,68.7,"(34.253391414, -118.607192787)",Colorectal Cancer Screening,Los Angeles,
30959,2016,CA,18.9,"(34.0883023129, -118.224895454)",Core preventive services for older men,Los Angeles,
30960,2016,CA,48.4,"(34.0557740284, -118.24559005)",Colorectal Cancer Screening,Los Angeles,
30961,2016,CA,37.0,"(34.148038086, -118.355817247)",Core preventive services for older men,Los Angeles,
30962,2016,CA,25.7,"(34.2392075129, -118.462188995)",Core preventive services for older men,Los Angeles,
30963,2016,CA,81.3,"(34.1017239699, -118.469802024)",Mammography,Los Angeles,
30964,2016,CA,56.5,"(34.1974432832, -118.527325296)",Dental Visit,Los Angeles,
30965,2016,CA,35.5,"(34.1150031104, -118.215341556)",Core preventive services for older women,Los Angeles,
30966,2016,CA,79.2,"(34.3253360674, -118.443410906)",Mammography,Los Angeles,
30967,2016,CA,73.5,"(34.1591393044, -118.61084023)",Colorectal Cancer Screening,Los Angeles,
30968,2016,CA,34.2,"(34.0036935361, -118.260866052)",Dental Visit,Los Angeles,
30969,2016,CA,66.1,"(34.1762844552, -118.533307344)",Dental Visit,Los Angeles,
30970,2016,CA,78.5,"(34.2192113003, -118.391364745)",Mammography,Los Angeles,
30971,2016,CA,58.3,"(33.8016119478, -118.304208585)",Dental Visit,Los Angeles,
30972,2016,CA,79.8,"(34.1009547919, -118.321677041)",Mammography,Los Angeles,
30973,2016,CA,52.0,"(34.2389171884, -118.453609665)",Colorectal Cancer Screening,Los Angeles,
30974,2016,CA,19.6,"(34.043573693, -118.296021441)",Core preventive services for older men,Los Angeles,
30975,2016,CA,58.7,"(34.2820992974, -118.392576354)",Dental Visit,Los Angeles,
30976,2016,CA,39.2,"(33.939282183, -118.250215509)",Dental Visit,Los Angeles,
30977,2016,CA,48.7,"(34.2761482316, -118.404686063)",Dental Visit,Los Angeles,
30978,2016,CA,18.2,"(34.0470512474, -118.224698433)",Core preventive services for older men,Los Angeles,
30979,2016,CA,38.4,"(34.2281098924, -118.491281332)",Core preventive services for older women,Los Angeles,
30980,2016,CA,34.3,"(33.7154409357, -118.300615082)",Core preventive services for older men,Los Angeles,
30981,2016,CA,54.0,"(34.1974208266, -118.470078477)",Dental Visit,Los Angeles,
30982,2016,CA,69.6,"(34.0320450416, -118.396811099)",Dental Visit,Los Angeles,
30983,2016,CA,74.2,"(34.0916921441, -118.274053204)",Dental Visit,Los Angeles,
30984,2016,CA,55.7,"(34.2247342738, -118.531729893)",Dental Visit,Los Angeles,
30985,2016,CA,77.7,"(34.021841957, -118.257062267)",Mammography,Los Angeles,
30986,2016,CA,21.0,"(33.9922078653, -118.327633104)",Core preventive services for older men,Los Angeles,
30987,2016,CA,78.6,"(34.24047302, -118.338008066)",Mammography,Los Angeles,
30988,2016,CA,81.6,"(34.0704417113, -118.459442582)",Mammography,Los Angeles,
30989,2016,CA,45.8,"(34.2300402025, -118.463265697)",Colorectal Cancer Screening,Los Angeles,
30990,2016,CA,65.3,"(34.0452020023, -118.44969461)",Dental Visit,Los Angeles,
30991,2016,CA,37.1,"(34.1920691762, -118.514195029)",Core preventive services for older women,Los Angeles,
30992,2016,CA,54.1,"(34.2453913047, -118.450504944)",Dental Visit,Los Angeles,
30993,2016,CA,70.2,"(34.0037101273, -118.442288049)",Colorectal Cancer Screening,Los Angeles,
30994,2016,CA,38.5,"(34.1408220516, -118.506248572)",Core preventive services for older men,Los Angeles,
30995,2016,CA,29.0,"(34.2537114493, -118.481597345)",Core preventive services for older men,Los Angeles,
30996,2016,CA,75.7,"(34.0637659132, -118.269129799)",Mammography,Los Angeles,
30997,2016,CA,27.4,"(34.0209190554, -118.340564777)",Core preventive services for older men,Los Angeles,
30998,2016,CA,63.3,"(33.9974947561, -118.324435126)",Colorectal Cancer Screening,Los Angeles,
30999,2016,CA,74.0,"(34.1773479883, -118.654195805)",Colorectal Cancer Screening,Los Angeles,
31000,2016,CA,16.3,"(33.7795264751, -118.271494515)",Core preventive services for older men,Los Angeles,
31001,2016,CA,50.7,"(34.1902959693, -118.444350561)",Colorectal Cancer Screening,Los Angeles,
31002,2016,CA,49.1,"(34.1223504818, -118.240433645)",Dental Visit,Los Angeles,
31003,2016,CA,26.3,"(34.2051758494, -118.435798628)",Core preventive services for older men,Los Angeles,
31004,2016,CA,64.5,"(34.2794401202, -118.379103232)",Colorectal Cancer Screening,Los Angeles,
31005,2016,CA,19.4,"(33.9855754724, -118.310155214)",Core preventive services for older men,Los Angeles,
31006,2016,CA,25.0,"(34.0526558378, -118.30453012)",Core preventive services for older women,Los Angeles,
31007,2016,CA,81.5,"(34.1444869389, -118.372017203)",Mammography,Los Angeles,
31008,2016,CA,30.4,"(34.1908710923, -118.365450765)",Core preventive services for older women,Los Angeles,
31009,2016,CA,79.4,"(34.0304827982, -118.268656933)",Mammography,Los Angeles,
31010,2016,CA,79.3,"(33.7417731462, -118.31416921)",Mammography,Los Angeles,
31011,2016,CA,34.6,"(34.0034840136, -118.459799779)",Core preventive services for older men,Los Angeles,
31012,2016,CA,48.8,"(34.2047368518, -118.366494595)",Dental Visit,Los Angeles,
31013,2016,CA,75.9,"(33.9600488171, -118.448711853)",Colorectal Cancer Screening,Los Angeles,
31014,2016,CA,29.7,"(33.8111773456, -118.303828449)",Core preventive services for older men,Los Angeles,
31015,2016,CA,65.0,"(34.1214853533, -118.172684681)",Colorectal Cancer Screening,Los Angeles,
31016,2016,CA,65.6,"(34.1214853533, -118.172684681)",Dental Visit,Los Angeles,
31017,2016,CA,77.3,"(34.0404410381, -118.413930545)",Colorectal Cancer Screening,Los Angeles,
31018,2016,CA,21.8,"(34.064482389, -118.239272516)",Core preventive services for older women,Los Angeles,
31019,2016,CA,49.3,"(34.0683667637, -118.266008995)",Dental Visit,Los Angeles,
31020,2016,CA,42.2,"(34.0100779593, -118.447399525)",Core preventive services for older women,Los Angeles,
31021,2016,CA,46.6,"(34.0526028396, -118.196864667)",Dental Visit,Los Angeles,
31022,2016,CA,32.6,"(34.0495333813, -118.380493299)",Core preventive services for older men,Los Angeles,
31023,2016,CA,36.5,"(34.1625023029, -118.404936267)",Core preventive services for older men,Los Angeles,
31024,2016,CA,81.4,"(34.0418546404, -118.379451819)",Mammography,Los Angeles,
31025,2016,CA,82.4,"(34.0571243564, -118.348241469)",Mammography,Los Angeles,
31026,2016,CA,79.4,"(34.1957244802, -118.480002652)",Mammography,Los Angeles,
31027,2016,CA,34.9,"(34.2284789036, -118.479076976)",Core preventive services for older women,Los Angeles,
31028,2016,CA,45.1,"(33.9857804927, -118.277169893)",Colorectal Cancer Screening,Los Angeles,
31029,2016,CA,66.2,"(34.2272273539, -118.562693816)",Colorectal Cancer Screening,Los Angeles,
31030,2016,CA,60.3,"(34.0811374848, -118.252046593)",Colorectal Cancer Screening,Los Angeles,
31031,2016,CA,44.6,"(34.2152446578, -118.451842994)",Colorectal Cancer Screening,Los Angeles,
31032,2016,CA,34.8,"(34.066841881, -118.354115611)",Core preventive services for older men,Los Angeles,
31033,2016,CA,78.4,"(33.7957796815, -118.24757625)",Mammography,Los Angeles,
31034,2016,CA,29.0,"(34.1911257579, -118.580534641)",Core preventive services for older men,Los Angeles,
31035,2016,CA,65.9,"(34.0468660776, -118.261684944)",Dental Visit,Los Angeles,
31036,2016,CA,35.5,"(34.1509933081, -118.452630247)",Core preventive services for older men,Los Angeles,
31037,2016,CA,79.5,"(34.1182277898, -118.408500088)",Mammography,Los Angeles,
31038,2016,CA,59.3,"(34.2098714343, -118.349263911)",Colorectal Cancer Screening,Los Angeles,
31039,2016,CA,41.4,"(34.1602038841, -118.439892113)",Core preventive services for older women,Los Angeles,
31040,2016,CA,30.7,"(34.0073786326, -118.329021959)",Core preventive services for older women,Los Angeles,
31041,2016,CA,79.4,"(34.0653405272, -118.318453096)",Mammography,Los Angeles,
31042,2016,CA,29.0,"(34.1291804234, -118.197337565)",Core preventive services for older men,Los Angeles,
31043,2016,CA,49.7,"(34.0436623654, -118.302863246)",Colorectal Cancer Screening,Los Angeles,
31044,2016,CA,74.1,"(34.0271150447, -118.419225633)",Dental Visit,Los Angeles,
31045,2016,CA,19.1,"(34.2604355657, -118.418992862)",Core preventive services for older men,Los Angeles,
31046,2016,CA,78.4,"(34.0561279765, -118.294072704)",Mammography,Los Angeles,
31047,2016,CA,77.3,"(34.1666548292, -118.643374322)",Dental Visit,Los Angeles,
31048,2016,CA,63.2,"(34.0465369873, -118.251617302)",Dental Visit,Los Angeles,
31049,2016,CA,40.1,"(34.0557841195, -118.370604362)",Core preventive services for older women,Los Angeles,
31050,2016,CA,31.9,"(34.0726142562, -118.307315461)",Core preventive services for older women,Los Angeles,
31051,2016,CA,21.7,"(34.1957244802, -118.480002652)",Core preventive services for older men,Los Angeles,
31052,2016,CA,37.1,"(34.0145634551, -118.289375284)",Dental Visit,Los Angeles,
31053,2016,CA,76.8,"(34.0635114565, -118.311578333)",Mammography,Los Angeles,
31054,2016,CA,24.2,"(34.0597595172, -118.206282312)",Core preventive services for older women,Los Angeles,
31055,2016,CA,48.0,"(34.0762204463, -118.211906973)",Colorectal Cancer Screening,Los Angeles,
31056,2016,CA,28.2,"(34.1835533525, -118.435576663)",Core preventive services for older men,Los Angeles,
31057,2016,CA,30.5,"(34.2535731985, -118.591254644)",Core preventive services for older men,Los Angeles,
31058,2016,CA,42.5,"(34.1515460471, -118.426650559)",Core preventive services for older women,Los Angeles,
31059,2016,CA,52.5,"(34.2083416292, -118.45990793)",Dental Visit,Los Angeles,
31060,2016,CA,,"(34.2751877894, -118.279223449)",Mammography,Los Angeles,
31061,2016,CA,52.0,"(34.0672740548, -118.453410689)",Colorectal Cancer Screening,Los Angeles,
31062,2016,CA,32.8,"(33.9665413283, -118.418034834)",Core preventive services for older men,Los Angeles,
31063,2016,CA,79.2,"(34.0672221459, -118.295398137)",Mammography,Los Angeles,
31064,2016,CA,78.2,"(34.2894422501, -118.395072665)",Mammography,Los Angeles,
31065,2016,CA,45.1,"(34.0443839963, -118.282721318)",Colorectal Cancer Screening,Los Angeles,
31066,2016,CA,61.7,"(33.9872211418, -118.327685235)",Colorectal Cancer Screening,Los Angeles,
31067,2016,CA,78.4,"(34.24589255, -118.428110725)",Mammography,Los Angeles,
31068,2016,CA,26.6,"(34.0800133823, -118.288106391)",Core preventive services for older women,Los Angeles,
31069,2016,CA,45.3,"(33.9600488171, -118.448711853)",Core preventive services for older women,Los Angeles,
31070,2016,CA,17.9,"(33.9446892612, -118.285478782)",Core preventive services for older men,Los Angeles,
31071,2016,CA,38.0,"(34.0222988725, -118.271802296)",Dental Visit,Los Angeles,
31072,2016,CA,55.9,"(34.0930661356, -118.298281155)",Colorectal Cancer Screening,Los Angeles,
31073,2016,CA,23.6,"(34.0892657156, -118.209422286)",Core preventive services for older women,Los Angeles,
31074,2016,CA,44.7,"(34.1132058606, -118.424885343)",Core preventive services for older women,Los Angeles,
31075,2016,CA,50.8,"(34.0625685167, -118.256063085)",Colorectal Cancer Screening,Los Angeles,
31076,2016,CA,74.0,"(33.9571655456, -118.424855764)",Dental Visit,Los Angeles,
31077,2016,CA,18.2,"(34.2027436818, -118.374571674)",Core preventive services for older men,Los Angeles,
31078,2016,CA,58.8,"(34.2269623344, -118.601220227)",Colorectal Cancer Screening,Los Angeles,
31079,2016,CA,64.3,"(34.3061792841, -118.422236916)",Colorectal Cancer Screening,Los Angeles,
31080,2016,CA,29.0,"(33.9745535241, -118.322114827)",Core preventive services for older women,Los Angeles,
31081,2016,CA,77.8,"(34.0756705025, -118.277695943)",Mammography,Los Angeles,
31082,2016,CA,33.2,"(34.2869111735, -118.581612731)",Core preventive services for older men,Los Angeles,
31083,2016,CA,32.3,"(34.253504093, -118.535267994)",Core preventive services for older men,Los Angeles,
31084,2016,CA,59.2,"(34.1182277898, -118.408500088)",Dental Visit,Los Angeles,
31085,2016,CA,29.9,"(34.0930661356, -118.298281155)",Core preventive services for older women,Los Angeles,
31086,2016,CA,82.8,"(34.0660697871, -118.486849236)",Dental Visit,Los Angeles,
31087,2016,CA,18.8,"(34.0762204463, -118.211906973)",Core preventive services for older men,Los Angeles,
31088,2016,CA,23.5,"(34.2670388027, -118.432721629)",Core preventive services for older women,Los Angeles,
31089,2016,CA,46.7,"(34.0498405303, -118.287888239)",Colorectal Cancer Screening,Los Angeles,
31090,2016,CA,40.1,"(34.0545498032, -118.48150193)",Core preventive services for older men,Los Angeles,
31091,2016,CA,66.3,"(34.2444114896, -118.53690553)",Dental Visit,Los Angeles,
31092,2016,CA,62.1,"(34.1035490831, -118.307151432)",Colorectal Cancer Screening,Los Angeles,
31093,2016,CA,43.1,"(34.2653031287, -118.568592213)",Core preventive services for older women,Los Angeles,
31094,2016,CA,53.8,"(34.034845517, -118.304637181)",Colorectal Cancer Screening,Los Angeles,
31095,2016,CA,28.9,"(34.1154498574, -118.25905979)",Core preventive services for older men,Los Angeles,
31096,2016,CA,76.8,"(34.0913350107, -118.548191914)",Colorectal Cancer Screening,Los Angeles,
31097,2016,CA,42.6,"(34.1765325016, -118.633987004)",Core preventive services for older women,Los Angeles,
31098,2016,CA,19.5,"(34.0078218467, -118.263636143)",Core preventive services for older women,Los Angeles,
31099,2016,CA,52.3,"(34.3020803417, -118.44672058)",Dental Visit,Los Angeles,
31100,2016,CA,20.8,"(34.0304827982, -118.268656933)",Core preventive services for older women,Los Angeles,
31101,2016,CA,30.0,"(34.2047192072, -118.509859338)",Core preventive services for older men,Los Angeles,
31102,2016,CA,50.8,"(34.0944222077, -118.312477099)",Dental Visit,Los Angeles,
31103,2016,CA,44.9,"(34.0762204463, -118.211906973)",Dental Visit,Los Angeles,
31104,2016,CA,62.4,"(34.213619873, -118.591180118)",Colorectal Cancer Screening,Los Angeles,
31105,2016,CA,32.8,"(34.0505519134, -118.276950329)",Dental Visit,Los Angeles,
31106,2016,CA,33.6,"(34.0652365051, -118.287777515)",Core preventive services for older women,Los Angeles,
31107,2016,CA,61.0,"(34.2536518298, -118.465415736)",Colorectal Cancer Screening,Los Angeles,
31108,2016,CA,63.8,"(34.2537114493, -118.481597345)",Dental Visit,Los Angeles,
31109,2016,CA,30.1,"(34.1848596424, -118.409516894)",Core preventive services for older men,Los Angeles,
31110,2016,CA,20.8,"(34.0370785292, -118.216800825)",Core preventive services for older women,Los Angeles,
31111,2016,CA,30.1,"(34.1779468826, -118.417981122)",Core preventive services for older men,Los Angeles,
31112,2016,CA,78.0,"(34.0021096089, -118.427441888)",Mammography,Los Angeles,
31113,2016,CA,30.0,"(34.1974208266, -118.470078477)",Core preventive services for older women,Los Angeles,
31114,2016,CA,32.7,"(34.2426639, -118.548475868)",Core preventive services for older men,Los Angeles,
31115,2016,CA,53.1,"(34.2036100395, -118.383284233)",Colorectal Cancer Screening,Los Angeles,
31116,2016,CA,20.1,"(34.1962417772, -118.391129653)",Core preventive services for older men,Los Angeles,
31117,2016,CA,39.9,"(34.2161867087, -118.345404215)",Core preventive services for older women,Los Angeles,
31118,2016,CA,45.5,"(34.0751030541, -118.476835497)",Core preventive services for older women,Los Angeles,
31119,2016,CA,35.2,"(34.0445316599, -118.211619688)",Dental Visit,Los Angeles,
31120,2016,CA,52.2,"(33.7903732202, -118.297566373)",Dental Visit,Los Angeles,
31121,2016,CA,73.0,"(34.0569255752, -118.337972035)",Colorectal Cancer Screening,Los Angeles,
31122,2016,CA,52.3,"(34.2244169695, -118.365429515)",Dental Visit,Los Angeles,
31123,2016,CA,74.5,"(34.1744847257, -118.60134019)",Dental Visit,Los Angeles,
31124,2016,CA,41.3,"(34.167764734, -118.551778402)",Core preventive services for older women,Los Angeles,
31125,2016,CA,15.9,"(34.0034918982, -118.269064776)",Core preventive services for older men,Los Angeles,
31126,2016,CA,22.0,"(34.3146809046, -118.448292799)",Core preventive services for older men,Los Angeles,
31127,2016,CA,78.9,"(34.1757377651, -118.364296284)",Mammography,Los Angeles,
31128,2016,CA,50.9,"(34.2604355657, -118.418992862)",Colorectal Cancer Screening,Los Angeles,
31129,2016,CA,55.7,"(34.1093058944, -118.187859653)",Colorectal Cancer Screening,Los Angeles,
31130,2016,CA,17.2,"(34.0262403773, -118.280015997)",Core preventive services for older men,Los Angeles,
31131,2016,CA,43.9,"(33.9923979403, -118.277188179)",Colorectal Cancer Screening,Los Angeles,
31132,2016,CA,31.6,"(34.1154021897, -118.203082652)",Core preventive services for older women,Los Angeles,
31133,2016,CA,23.2,"(34.2148312256, -118.540358181)",Core preventive services for older men,Los Angeles,
31134,2016,CA,29.5,"(34.1035828725, -118.296160498)",Core preventive services for older men,Los Angeles,
31135,2016,CA,78.4,"(34.2119534107, -118.575384748)",Mammography,Los Angeles,
31136,2016,CA,34.1,"(34.1554629186, -118.624948851)",Core preventive services for older men,Los Angeles,
31137,2016,CA,53.3,"(34.3146809046, -118.448292799)",Colorectal Cancer Screening,Los Angeles,
31138,2016,CA,81.7,"(34.0797430302, -118.328492264)",Mammography,Los Angeles,
31139,2016,CA,55.4,"(34.0721590664, -118.28177247)",Colorectal Cancer Screening,Los Angeles,
31140,2016,CA,58.9,"(34.0652365051, -118.287777515)",Dental Visit,Los Angeles,
31141,2016,CA,51.6,"(34.0949515401, -118.16367665)",Colorectal Cancer Screening,Los Angeles,
31142,2016,CA,80.2,"(34.1365489924, -118.271143417)",Mammography,Los Angeles,
31143,2016,CA,55.1,"(34.3105741963, -118.43655716)",Colorectal Cancer Screening,Los Angeles,
31144,2016,CA,25.8,"(34.0435631471, -118.320675876)",Core preventive services for older women,Los Angeles,
31145,2016,CA,27.3,"(33.8771395362, -118.286708975)",Core preventive services for older women,Los Angeles,
31146,2016,CA,82.1,"(34.0147165098, -118.34918956)",Mammography,Los Angeles,
31147,2016,CA,18.4,"(34.0468510322, -118.272312109)",Core preventive services for older men,Los Angeles,
31148,2016,CA,25.4,"(34.0660490005, -118.274164509)",Core preventive services for older women,Los Angeles,
31149,2016,CA,79.4,"(34.1034022491, -118.335535249)",Mammography,Los Angeles,
31150,2016,CA,82.2,"(34.0238501716, -118.36669468)",Mammography,Los Angeles,
31151,2016,CA,40.8,"(34.0082598781, -118.271891363)",Colorectal Cancer Screening,Los Angeles,
31152,2016,CA,45.3,"(34.1369562841, -118.418685306)",Core preventive services for older women,Los Angeles,
31153,2016,CA,38.0,"(34.021841957, -118.257062267)",Dental Visit,Los Angeles,
31154,2016,CA,20.6,"(34.1109412069, -118.201584851)",Core preventive services for older men,Los Angeles,
31155,2016,CA,28.7,"(33.9323759714, -118.250242284)",Dental Visit,Los Angeles,
31156,2016,CA,77.8,"(34.0436194947, -118.205075703)",Mammography,Los Angeles,
31157,2016,CA,35.4,"(34.1848664913, -118.374676344)",Core preventive services for older women,Los Angeles,
31158,2016,CA,49.3,"(33.9729856851, -118.262892665)",Colorectal Cancer Screening,Los Angeles,
31159,2016,CA,79.0,"(34.1945636664, -118.38356143)",Mammography,Los Angeles,
31160,2016,CA,20.4,"(34.2310706738, -118.446532378)",Core preventive services for older men,Los Angeles,
31161,2016,CA,78.6,"(34.2711982744, -118.480433434)",Mammography,Los Angeles,
31162,2016,CA,18.9,"(34.0309821164, -118.212451487)",Core preventive services for older men,Los Angeles,
31163,2016,CA,50.3,"(34.1973916838, -118.599330236)",Dental Visit,Los Angeles,
31164,2016,CA,52.1,"(34.0384430076, -118.309047428)",Dental Visit,Los Angeles,
31165,2016,CA,67.5,"(34.2748334645, -118.510148998)",Colorectal Cancer Screening,Los Angeles,
31166,2016,CA,54.8,"(34.2244169695, -118.365429515)",Colorectal Cancer Screening,Los Angeles,
31167,2016,CA,81.0,"(34.0281954365, -118.313280547)",Mammography,Los Angeles,
31168,2016,CA,82.9,"(34.0499364723, -118.363108174)",Mammography,Los Angeles,
31169,2016,CA,19.4,"(33.7795264751, -118.271494515)",Core preventive services for older women,Los Angeles,
31170,2016,CA,19.1,"(34.2300402025, -118.463265697)",Core preventive services for older men,Los Angeles,
31171,2016,CA,58.6,"(34.0072776587, -118.310826604)",Colorectal Cancer Screening,Los Angeles,
31172,2016,CA,20.2,"(34.0367637343, -118.265897928)",Core preventive services for older women,Los Angeles,
31173,2016,CA,55.4,"(33.9634957649, -118.297977675)",Dental Visit,Los Angeles,
31174,2016,CA,40.7,"(33.9560336844, -118.276141466)",Dental Visit,Los Angeles,
31175,2016,CA,78.2,"(34.0697090359, -118.277982839)",Mammography,Los Angeles,
31176,2016,CA,80.3,"(33.9469248271, -118.275663002)",Mammography,Los Angeles,
31177,2016,CA,57.4,"(34.0671879644, -118.302232251)",Colorectal Cancer Screening,Los Angeles,
31178,2016,CA,20.8,"(34.0885866329, -118.302725326)",Core preventive services for older men,Los Angeles,
31179,2016,CA,37.7,"(33.7780161027, -118.254907777)",Dental Visit,Los Angeles,
31180,2016,CA,26.4,"(34.1953354274, -118.557733304)",Core preventive services for older men,Los Angeles,
31181,2016,CA,68.7,"(34.1766779278, -118.488619041)",Dental Visit,Los Angeles,
31182,2016,CA,25.2,"(34.190810869, -118.548450129)",Core preventive services for older men,Los Angeles,
31183,2016,CA,23.8,"(34.0800343424, -118.239336861)",Core preventive services for older women,Los Angeles,
31184,2016,CA,39.6,"(34.0147165098, -118.34918956)",Dental Visit,Los Angeles,
31185,2016,CA,79.2,"(34.1773479883, -118.654195805)",Mammography,Los Angeles,
31186,2016,CA,42.1,"(34.2905630964, -118.494173026)",Core preventive services for older women,Los Angeles,
31187,2016,CA,42.6,"(34.0315250662, -118.222788675)",Dental Visit,Los Angeles,
31188,2016,CA,63.5,"(33.9745535241, -118.322114827)",Colorectal Cancer Screening,Los Angeles,
31189,2016,CA,49.2,"(34.1073650314, -118.197849504)",Colorectal Cancer Screening,Los Angeles,
31190,2016,CA,18.5,"(33.9974227609, -118.298184106)",Core preventive services for older men,Los Angeles,
31191,2016,CA,81.4,"(34.0277562718, -118.349069123)",Mammography,Los Angeles,
31192,2016,CA,40.3,"(34.0913350107, -118.548191914)",Core preventive services for older men,Los Angeles,
31193,2016,CA,49.5,"(34.1945636664, -118.38356143)",Dental Visit,Los Angeles,
31194,2016,CA,54.2,"(34.1776041103, -118.374664988)",Colorectal Cancer Screening,Los Angeles,
31195,2016,CA,55.2,"(34.0798690786, -118.306856828)",Colorectal Cancer Screening,Los Angeles,
31196,2016,CA,51.5,"(34.0560876293, -118.301977659)",Colorectal Cancer Screening,Los Angeles,
31197,2016,CA,68.2,"(34.2779981225, -118.474627068)",Colorectal Cancer Screening,Los Angeles,
31198,2016,CA,77.4,"(34.1168666224, -118.366247827)",Dental Visit,Los Angeles,
31199,2016,CA,25.1,"(34.080812865, -118.282440041)",Core preventive services for older men,Los Angeles,
31200,2016,CA,48.8,"(34.0560876293, -118.301977659)",Dental Visit,Los Angeles,
31201,2016,CA,23.3,"(34.0737626929, -118.263378331)",Core preventive services for older men,Los Angeles,
31202,2016,CA,78.2,"(33.9979538463, -118.410759401)",Mammography,Los Angeles,
31203,2016,CA,68.6,"(34.1712144981, -118.435606312)",Colorectal Cancer Screening,Los Angeles,
31204,2016,CA,80.7,"(34.0313916147, -118.442003737)",Mammography,Los Angeles,
31205,2016,CA,26.3,"(34.0729528872, -118.257690417)",Core preventive services for older men,Los Angeles,
31206,2016,CA,68.0,"(34.0881865248, -118.264612258)",Colorectal Cancer Screening,Los Angeles,
31207,2016,CA,63.1,"(34.1812200097, -118.426325604)",Colorectal Cancer Screening,Los Angeles,
31208,2016,CA,27.3,"(34.0865126162, -118.316957293)",Core preventive services for older women,Los Angeles,
31209,2016,CA,23.5,"(34.3088574805, -118.461352505)",Core preventive services for older men,Los Angeles,
31210,2016,CA,79.6,"(34.1225070609, -118.181787207)",Mammography,Los Angeles,
31211,2016,CA,73.3,"(34.0395799743, -118.43068102)",Colorectal Cancer Screening,Los Angeles,
31212,2016,CA,70.9,"(34.1527266657, -118.442434782)",Colorectal Cancer Screening,Los Angeles,
31213,2016,CA,50.1,"(34.3146809046, -118.448292799)",Dental Visit,Los Angeles,
31214,2016,CA,38.7,"(34.175696168, -118.52464474)",Core preventive services for older women,Los Angeles,
31215,2016,CA,23.9,"(33.7397829093, -118.292362496)",Core preventive services for older women,Los Angeles,
31216,2016,CA,72.3,"(34.009628943, -118.431677112)",Dental Visit,Los Angeles,
31217,2016,CA,49.6,"(33.7280812245, -118.285096019)",Dental Visit,Los Angeles,
31218,2016,CA,25.3,"(34.2423590785, -118.38143257)",Core preventive services for older men,Los Angeles,
31219,2016,CA,36.3,"(33.9996748522, -118.283931463)",Dental Visit,Los Angeles,
31220,2016,CA,78.4,"(34.2552324771, -118.40059038)",Mammography,Los Angeles,
31221,2016,CA,61.5,"(34.2020957642, -118.497369113)",Colorectal Cancer Screening,Los Angeles,
31222,2016,CA,69.1,"(34.1868345331, -118.561106215)",Dental Visit,Los Angeles,
31223,2016,CA,76.6,"(34.2660777778, -118.615261605)",Dental Visit,Los Angeles,
31224,2016,CA,79.2,"(34.2440431814, -118.558342832)",Mammography,Los Angeles,
31225,2016,CA,30.6,"(34.0635955725, -118.294141452)",Core preventive services for older women,Los Angeles,
31226,2016,CA,42.2,"(34.0537069316, -118.287902572)",Dental Visit,Los Angeles,
31227,2016,CA,58.4,"(34.0985766738, -118.296173513)",Dental Visit,Los Angeles,
31228,2016,CA,79.0,"(34.1112674147, -118.309314753)",Dental Visit,Los Angeles,
31229,2016,CA,43.6,"(33.7795264751, -118.271494515)",Colorectal Cancer Screening,Los Angeles,
31230,2016,CA,37.8,"(34.183476015, -118.527826288)",Core preventive services for older women,Los Angeles,
